gene,TCGA.D7.5577.01A,TCGA.D7.6818.01A,TCGA.BR.4280.01A,TCGA.D7.8572.01A,GTEX.1399T.1326.SM.5PNVH,GTEX.13OVL.0011.R3b.SM.5L3I8,GTEX.Q2AI.0006.SM.2I3FG,GTEX.ZTSS.1226.SM.51MSZ
ENSP00000332122,10.4337083903709,45.5496957082285,9.84542679925175,22.592990536332,176.032050418419,167.157281905414,269.16196703115,199.473270079779
ENSP00000497895,66.2540482788555,24.260164018513,55.9634786483783,36.5680362289085,134.403939503706,116.320788954798,77.0321278030572,129.189064179186
ENSP00000351589,46.1691596273914,36.142693333703,13.2135991253116,34.7046968032316,32.2698534222583,17.2327094747849,0,0
ENSP00000468980,13.5638209074822,40.5986418268993,12.4363285885285,15.8383851182533,0,0,0,0
ENSP00000354498,34.9529231077426,60.8979627403489,40.6771580916454,56.8318524831443,119.075759128133,141.135890598489,229.970182710297,118.646433294097
ENSP00000364263,46.9516877566692,38.3706675803011,131.876901074188,114.595374679127,0,0,0,0
ENSP00000413226,111.640679776969,65.6014639276116,24.6135669981294,75.6981641681226,168.6099841313,164.055394199953,156.09141686409,169.853497593101
ENSP00000385899,11.2162365196488,99.5161830147165,7.77270536783033,47.7480727829696,0,0,0,0
ENSP00000384014,71.7317451838002,26.7356909591776,13.7317794831669,30.7451005236683,152.47505742017,89.4377621741338,133.567402886588,145.923398917422
ENSP00000368797,39.9089345931688,46.7874591785608,54.9271179326676,50.7759993496945,29.5269158813663,0,70.9506440291317,0
ENSP00000362704,53.9944409201696,50.9958549776906,25.9090178927678,38.4313756545853,0,0,0,0
ENSP00000254122,0,0.247552694066459,0,0,0,0,0,0
ENSP00000423733,0,0.495105388132918,0,1.16458714104804,25.6545334706953,17.2327094747849,0,0
ENSP00000258052,77.4702847985042,77.2364405487352,85.2406688672059,65.4497973268998,0,17.2327094747849,0,0
ENSP00000384881,0.260842709759273,0.742658082199377,0.259090178927678,4.19251370777294,131.015604894369,141.135890598489,162.172900638015,146.760115654334
ENSP00000318916,55.298654468966,86.3958902291942,3.88635268391516,68.2448064654151,0,0,0,0
ENSP00000301873,59.4721378251144,107.932974612976,47.6725929226927,95.7290629941489,51.1477176742794,27.400008064908,22.5240139775021,26.6075922337961
ENSP00000473592,62.6022503422256,45.5496957082285,81.3543161832907,61.9560359037557,0,0,0,0
ENSP00000513804,52.6902273713732,42.5790633794309,39.1226170180793,53.8039259164194,198.620947814,179.737159822007,240.781709419498,219.052441723516
ENSP00000378729,57.6462388567994,90.8518387223905,116.590580517455,86.6452832939742,0,0,0,0
ENSP00000398725,6.26022503422256,6.68392273979439,4.14544286284284,17.235889687511,16.1349267111291,0,0,0
ENSP00000472982,112.423207906247,3.46573771693043,1.81363125249374,14.6737979772053,139.567116051267,193.178673212339,173.209667486991,132.870617821598
ENSP00000362549,0,1.48531616439875,0.518180357855355,0.931669712838432,0,27.400008064908,71.4011243086817,69.7821758584463
ENSP00000343041,69.3841607959667,40.3510891328328,85.4997590461336,67.5460541807863,0,0,0,0
ENSP00000232003,0,0,0,0.698752284628824,45.3391440582729,61.8654270144779,0,47.0234806144446
ENSP00000510142,57.9070815665587,61.3930681284818,72.286159920822,61.2572836191269,0,0,36.9393829231035,0
ENSP00000487169,0,0.247552694066459,0,1.16458714104804,0,0,0,0
ENSP00000246105,0,0,0,1.39750456925765,0,0,0,0
ENSP00000412072,103.554555774432,81.1972836537986,103.895161749999,105.278677550743,55.8268464205068,17.2327094747849,0,0
ENSP00000272117,58.9504524055958,70.5525178089408,51.2998554276802,72.2044027449785,0,0,0,0
ENSP00000343619,1.04337083903709,58.6699884937508,6.21816429426426,59.1610267652404,59.6992288311778,0,0,26.6075922337961
ENSP00000372964,4.17348335614838,13.3678454795888,4.92271339962587,24.4563299620088,0,0,0,0
ENSP00000485504,3.65179793662983,16.5860305024528,5.18180357855355,23.75757767738,0,0,0,0
ENSP00000346981,0,0,0,2.09625685388647,0,0,0,0
ENSP00000385068,85.5564088010417,85.4056794529284,53.8907572169569,64.2852101858518,25.6545334706953,0,0,0
ENSP00000463930,19.041517812427,18.0713466668515,4.92271339962587,18.8663116849782,0,0,0,0
ENSP00000308318,77.4702847985042,75.0084663021371,58.8134706165828,101.319081271179,206.204363368231,190.076785506878,260.828081859474,211.52199109131
ENSP00000256366,57.9070815665587,60.8979627403489,83.6861277936399,84.7819438682973,0,0,0,0
ENSP00000236273,101.467814096357,79.9595201834663,108.558784970697,94.0986409966816,25.6545334706953,0,0,33.468669476473
ENSP00000411800,28.9535407832794,13.8629508677217,27.9817393241892,33.3071922339739,72.9298687343037,0,80.8612101792326,164.665853824247
ENSP00000317445,92.5991619645421,0.990210776265836,0.777270536783033,10.714201697642,148.602675009499,123.213872744712,22.5240139775021,139.229665022128
ENSP00000227525,152.592985209175,141.105035617882,129.804179642766,130.66667722559,0,111.323303207111,0,16.7343347382365
ENSP00000435233,55.298654468966,73.0280447496054,66.3270858054855,79.6577604476859,111.653692841014,108.566069691145,85.8164932542831,92.8755577972127
ENSP00000255262,53.7335982104103,0.990210776265836,3.10908214713213,2.7950091385153,0,0,0,0
ENSP00000367794,18.2589896831491,63.3734896810135,27.4635589663338,54.9685130574675,0,0,0,0
ENSP00000368644,58.4287669860773,38.1231148862347,47.413502743765,34.2388619468124,0,0,0,0
ENSP00000389960,49.560114854262,59.6601992700166,47.6725929226927,51.0089167779041,37.4330299698196,0,35.8131822242284,0
ENSP00000495424,0.521685419518547,0.247552694066459,0.518180357855355,3.72667885135373,0,0,0,0
ENSP00000354652,0.260842709759273,4.45594849319626,0,5.8229357052402,0,17.2327094747849,0,0
ENSP00000463419,1.04337083903709,0,0,0.698752284628824,0,0,0,0
ENSP00000305976,69.1233180862075,95.0602345215203,69.1770777736899,78.9590081630571,0,0,109.46670793066,64.2598453948282
