Gene	Terms
ANO10	GO:0005229,GO:1902476,GO:0016020
TP53BP1	GO:0043229
BLTP1	GO:0016020
LRRFIP2	GO:0006355
COL28A1	GO:0004867
GNS	GO:0008449,GO:0046872,GO:0030203,GO:0005764
PLA2G6	GO:0047499,GO:0006629,GO:0016020
RALA	GO:0003925,GO:0005525,GO:0007165,GO:0016020
ARHGAP26	GO:0005096,GO:0005737
COPS3	GO:0005654,GO:0005829,GO:0008180
CFAP221	GO:0003341,GO:0060271,GO:0005929
AOX1	GO:0005506,GO:0016491
HECW1	GO:0004842
MITD1	GO:0043231
ACAP2	GO:0005096,GO:0046872,GO:0010008
NR2C2	GO:0005654,GO:0005737
ZYX	GO:0046872,GO:0005737,GO:0005856,GO:0005925
ZBTB8OS	GO:0046872,GO:0008033
CSHL1	GO:0005179,GO:0007165,GO:0005576
SLC22A11	GO:0016020
SLC35E4	GO:0016020
PPM1M	GO:0004722
MFSD9	GO:0022857,GO:0055085,GO:0016020
NT5DC3	GO:0016787,GO:0046872
COPS8	GO:0000338,GO:0010387,GO:0008180
ATG2A	GO:0006914,GO:0005783,GO:0034045
TRAK1	GO:0005739
PRDX4	GO:0051920,GO:0098869,GO:0098869,GO:0005737
TTYH3	GO:0005254,GO:1902476,GO:0034707
ART5	GO:0016779,GO:0106274,GO:0106274
CDC14B	GO:0017018,GO:0016020,GO:0043227,GO:0043232
SLC51A	GO:0016020
KCND1	GO:0005249,GO:0071805,GO:0030425,GO:0008076
PEX11B	GO:0016559,GO:0005778
SCLY	GO:0005794,GO:0005829
PAPOLG	GO:1990817
AFF3	GO:0010468
IL1RAP	GO:0004908,GO:0019221
TAS1R1	GO:0004930,GO:0007186,GO:0016020
STPG4	GO:0005634,GO:0005737
OGA	GO:0016231,GO:1901135
STX5	GO:0016192,GO:0016020
TMEM44	GO:0016020
SIK3	GO:0004672,GO:0005524
GTF3C2	GO:0005634
PLAAT1	GO:0008970,GO:0016410,GO:0070292
TTC3	GO:0016740,GO:0046872,GO:0016567,GO:0005737
FLVCR1	GO:0016020
CAD	GO:0016812,GO:0046872
MST1R	GO:0004713,GO:0005524,GO:0016020
AGR2	GO:0005576
GPC1	GO:0009966,GO:0005576,GO:0005654,GO:0005829,GO:0005886,GO:0043202,GO:0062023,GO:0098552
BRCC3	GO:0008237
ZNF142	GO:0046872,GO:0005634
NCAPH	GO:0007076,GO:0051301,GO:0005737,GO:0000796
PPP1R2	GO:0004864,GO:0009966
CPSF4	GO:0003723,GO:0046872,GO:0031124,GO:0005654,GO:0043231,GO:0005847
SULT1C2	GO:0004062,GO:0004062,GO:0051923,GO:0005764
TTLL4	GO:0036211
RPL3	GO:0003735,GO:0006412,GO:0005730,GO:0005829,GO:0005840,GO:1990904
H7C423	GO:0016020
SENP5	GO:0008234,GO:0006508
OSBP2	GO:0008289,GO:0006869
SLC25A26	GO:0005739,GO:0016020
MFF	GO:0000266,GO:0090141,GO:0090314,GO:0005739,GO:0005741,GO:0005777,GO:0008021
COL3A1	GO:0005201,GO:0046872,GO:0005788,GO:0005581
PPIP5K1	GO:0000829
THOC5	GO:0005634
GARS1	GO:0004820,GO:0005524,GO:0016740,GO:0006426,GO:0005737
KCND2	GO:0005249,GO:0071805,GO:0030425,GO:0008076
PPAN	GO:0019843,GO:0006364,GO:0005730
AFG1L	GO:0005524,GO:0016887
ZPR1	GO:0008270
DDX18	GO:0003723,GO:0004386,GO:0005524,GO:0016787
RPUSD3	GO:0003723,GO:0009982,GO:0001522
MAP4	GO:0008017,GO:0005829,GO:0005886,GO:0015630
CRIM1	GO:0005576
MAP3K13	GO:0004672,GO:0005524
IMMT	GO:0005739,GO:0005743
HNRNPLL	GO:0003676
PSMG4	GO:0043248
H7C469	GO:0004190,GO:0006508,GO:0005764
TTLL4	GO:0036211
ST6GAL1	GO:0008373,GO:0006486,GO:0032580
MIGA2	GO:0008053,GO:0005741
RBM45	GO:0003723
ABCB9	GO:0005524,GO:0016020
SEC22C	GO:0006888,GO:0005737,GO:0016020
CUBN	GO:0005509
UBR3	GO:0008270,GO:0061630,GO:0016567,GO:0071596
MYL7	GO:0005509
ARV1	GO:0016125,GO:0032366,GO:0097036,GO:0005789
ARID4A	GO:0003677,GO:0005634
OSBPL10	GO:0008289,GO:0006869
LZTFL1	GO:0005829
BCS1L	GO:0005524,GO:0016887
SLC66A3	GO:0016020
TP53BP1	GO:0006974,GO:0005654
NFE2L2	GO:0000978,GO:0003700,GO:0006357,GO:0005654,GO:0005813,GO:0005829,GO:0005886
SCLY	GO:0005829
SEMA3F	GO:0030215
TFPI2	GO:0004867
APEX1	GO:0003677,GO:0004519,GO:0004527,GO:0046872,GO:0006281,GO:0006310,GO:0005634,GO:0005739
PRKAR2A	GO:0030552,GO:0005886
TOP3B	GO:0003677,GO:0003917,GO:0006265
BCORL1	GO:0005654,GO:0005886
ADAP1	GO:0005096,GO:1902936
AEBP1	GO:0004181,GO:0008270,GO:0006508
BACH1	GO:0000978,GO:0003700,GO:0006357
TMEM38B	GO:0005267,GO:0042802,GO:0071805,GO:0005789
AFF3	GO:0010468,GO:0005654,GO:0005829,GO:0016604
AP2M1	GO:0008289,GO:0006886,GO:0006897,GO:0005886,GO:0005905,GO:0030131
MAP4	GO:0008017,GO:0005737,GO:0005874
CCT8	GO:0005524,GO:0016887,GO:0051082,GO:0140662,GO:0006457,GO:0005654,GO:0005813,GO:0005829,GO:0042995,GO:0045111
FAM161A	GO:0005737,GO:0005856,GO:0005929
PDE11A	GO:0004114,GO:0046872,GO:0007165
KCNJ13	GO:0005242,GO:0071805,GO:0034702
ZNF776	GO:0006355
GCKR	GO:0097367,GO:1901135
TWIST1	GO:0046983
MYO7A	GO:0003779,GO:0005524,GO:0005856,GO:0120025
MGLL	GO:0006639
MAPK14	GO:0004672,GO:0005524
EMC1	GO:0072546
TLE4	GO:0006355,GO:0005634
COX17	GO:0005507,GO:0016531,GO:0005758
ATP11B	GO:0005524,GO:0016887,GO:0046872,GO:0140326,GO:0034204,GO:0016020
CSDC2	GO:0003676
AGAP3	GO:0003924,GO:0005525
KMT2E	GO:0005654,GO:0016604
MFSD1	GO:0005765
KPNA4	GO:0061608,GO:0006606,GO:0005654,GO:0005737,GO:0031965
PDE6B	GO:0004114,GO:0046872,GO:0007165
CD86	GO:0005886,GO:0034451
RFK	GO:0005524,GO:0008531,GO:0009231,GO:0009398
RUVBL1	GO:0004386,GO:0005524,GO:0008094,GO:0016787,GO:0006281,GO:0006310,GO:0006996,GO:0005634
IVD	GO:0003995,GO:0050660,GO:0005739
TMEM129	GO:0061630,GO:0016567,GO:0016020
NT5DC2	GO:0016787,GO:0046872
ERC2	GO:0005737,GO:0005856,GO:0098793
PLA1A	GO:0016298,GO:0005576
SRPRB	GO:0005525,GO:0005789
ALAS1	GO:0016746,GO:0030170,GO:0009058
SLBP	GO:0003729
RUVBL1	GO:0004386,GO:0005524,GO:0008094,GO:0016787,GO:0006281,GO:0006310,GO:0006996,GO:0005634
CLASP2	GO:0005794,GO:0005829,GO:0005856
ALG12	GO:0052917,GO:0052917,GO:0006486,GO:0005789
SLC37A3	GO:0016020,GO:0022857,GO:0055085,GO:0016020
ARMC8	GO:0005737
SLC37A3	GO:0016020
SPAG8	GO:0008017
ROBO2	GO:0016020
SYPL1	GO:0008021,GO:0016020
ITGB1	GO:0046872,GO:0007155,GO:0007229,GO:0007517,GO:0030027,GO:0032587,GO:0042470,GO:0070161,GO:0008305
HFE	GO:0006826,GO:0005886
H7C4K7	GO:0017056,GO:0006913
HACD2	GO:0102158,GO:0102158,GO:0006633,GO:0005789
CADPS	GO:0016079,GO:1990504,GO:0098793
NECTIN3	GO:0016020
SKIC2	GO:0003723,GO:0003724,GO:0005524,GO:0016787,GO:0006401
RNF8	GO:0046872
KLC4	GO:0005737,GO:0005874,GO:0005871
LST1	GO:0000902,GO:0006955,GO:0016020
PHF7	GO:0046872,GO:0005794,GO:0016607
PLS3	GO:0051015,GO:0051017,GO:0005737
ADGRF1	GO:0005886
TFAP2A	GO:0003700,GO:0006355,GO:0005634
CDHR4	GO:0005509,GO:0016020
WDR45	GO:0008289,GO:0006914,GO:0000407
ITGB1	GO:0007155
MCM2	GO:0003677,GO:0005524,GO:0006270,GO:0005634,GO:0042555
ARHGEF3	GO:0005085,GO:0005737
ARHGAP25	GO:0007165
CADPS	GO:0016079,GO:1990504,GO:0098793
TMEM176A	GO:0016020
RYK	GO:0004672
TLE4	GO:0006355,GO:0005654
PDE6B	GO:0004114,GO:0046872,GO:0007165,GO:0016020
ACOX2	GO:0003997,GO:0006635,GO:0005777
CPA5	GO:0004181,GO:0008270,GO:0006508
GTF2IRD1	GO:0003677,GO:0005634
CCDC136	GO:0016020
PAQR9	GO:0046872,GO:0016020
TBRG4	GO:0044528,GO:0005759
DNASE1L3	GO:0004536,GO:0006308
HGD	GO:0004411,GO:0046872,GO:0006559,GO:0006570
HBP1	GO:0003677,GO:0003723,GO:0006355,GO:0005654,GO:0016607
FXR1	GO:0003729,GO:0006417,GO:0005829
BRAF	GO:0004674,GO:0005524
CACNA1D	GO:0005245,GO:0046872,GO:0070588,GO:0005891
SLC26A8	GO:0055085,GO:0016020
MBNL1	GO:0046872,GO:0005654,GO:0005829
CADPS	GO:0016079,GO:1990504,GO:0098793
LIN9	GO:0006351,GO:0005654,GO:0017053
PTPN7	GO:0004725
SLC22A23	GO:0022857,GO:0055085,GO:0005886
SCAI	GO:0003714,GO:0006351,GO:0045892
C6orf136	GO:0016020
SLC37A3	GO:0016020
MAGI1	GO:0005654,GO:0005730,GO:0016020,GO:0030054
ROBO2	GO:0016020
PXK	GO:0003779
U2SURP	GO:0003723,GO:0005654
SKIL	GO:0046332
NOS3	GO:0005516,GO:0016491,GO:0046872
GRM8	GO:0004930,GO:0007186,GO:0016020
BAP1	GO:0004843,GO:0006511,GO:0005654
ROBO2	GO:0016020
ZCWPW1	GO:0008270
ASIC3	GO:0005272,GO:0035725,GO:0016020
ITGB5	GO:0046872,GO:0007155,GO:0007229,GO:0008305
SYP	GO:0030672,GO:0043005
TLE4	GO:0006355,GO:0005634
ATP11B	GO:0000287,GO:0005524,GO:0016887,GO:0140326,GO:0015914,GO:0034204,GO:0012505,GO:0016020
STAB1	GO:0016020
ROBO2	GO:0016020
CCDC39	GO:0003341,GO:0036159,GO:0005930
SCG5	GO:0007218,GO:0005576,GO:0030141
CLASP2	GO:0005856
ZMYND8	GO:0046872,GO:0006355,GO:0005654,GO:0005730
MBNL1	GO:0046872,GO:0005654,GO:0005829
ACOX2	GO:0003997,GO:0071949,GO:0006631,GO:0005777
DUSP7	GO:0017017,GO:0017018
LST1	GO:0000902,GO:0006955,GO:0016020
SLC25A25	GO:0055085,GO:0005739,GO:0016020
SLC37A3	GO:0016020
PARP12	GO:0003950
STIMATE	GO:0016020
DHX34	GO:0004386
AK9	GO:0004550,GO:0005654
DNAH1	GO:0045505,GO:0051959,GO:0007018,GO:0030286
SMO	GO:0004888,GO:0007166,GO:0032502,GO:0005886
DHX36	GO:0003723,GO:0004386,GO:0016787,GO:0016020
AK9	GO:0004550,GO:0005524,GO:0009117,GO:0009123
NT5DC2	GO:0016787,GO:0046872
SRPK2	GO:0004674,GO:0005524
HHLA2	GO:0016020
MIX23	GO:0005758
PIK3CB	GO:0005654,GO:0005730,GO:0030496
PSMD6	GO:0000502
SLC33A1	GO:0008521,GO:0035348,GO:0016020
MAGI1	GO:0005654,GO:0005730,GO:0016020,GO:0030054
NFU1	GO:0005506,GO:0051536,GO:0016226
CADPS	GO:0016079,GO:1990504,GO:0098793
PRPS2	GO:0000287,GO:0004749,GO:0009156,GO:0009165
TMEM14B	GO:0016020
ALCAM	GO:0005886,GO:0030424,GO:0030425
ATP1B3	GO:0006813,GO:0006814,GO:0005890
CDHR3	GO:0005509,GO:0007156,GO:0016020
FRMD4B	GO:0090162,GO:0005856
METTL2B	GO:0016020
CDHR3	GO:0005509,GO:0007156,GO:0016020
MEGF6	GO:0005509
BRAF	GO:0004674,GO:0005524,GO:0046872,GO:0001934,GO:0007165,GO:0036211,GO:0043066,GO:1902531,GO:0005829,GO:0043231
SF1	GO:0008270,GO:0045131,GO:0000398,GO:0005654,GO:0005681
SLC33A1	GO:0008521,GO:0035348,GO:0016020
DNAH1	GO:0008569,GO:0045505,GO:0051959,GO:0007018,GO:0030286
PIK3CB	GO:0046854
NDUFB5	GO:0005743
ADGRF1	GO:0005886
VGLL3	GO:0006355,GO:0005634
HBP1	GO:0003677,GO:0006355,GO:0005634
ATP11B	GO:0016020
HGD	GO:0004411,GO:0004411,GO:0046872,GO:0006559,GO:0006570
SLC33A1	GO:0008521,GO:0035348,GO:0016020
NIT2	GO:0005813,GO:0005829
ITGB5	GO:0007155,GO:0007229,GO:0005886,GO:0043235
EXOSC8	GO:0009057,GO:0044248
INTS1	GO:0034474,GO:0032039
KIDINS220	GO:0016020
ZNF212	GO:0006355
PPEF1	GO:0005509
MFSD1	GO:0005765
SLC37A3	GO:0016020
RFC2	GO:0005524
DENND6A	GO:0005085,GO:0055037
EMC1	GO:0072546
LXN	GO:0008191
STIM2	GO:0005246,GO:0046872,GO:0006816,GO:0006874,GO:0051049,GO:0016020
ACOT8	GO:0047617,GO:0006637
ZNF212	GO:0006355
ALAS1	GO:0030170,GO:0009058
SLC12A8	GO:0015377,GO:1902476,GO:0016020
CDHR4	GO:0016020
TPO	GO:0004601,GO:0020037,GO:0006979,GO:0098869,GO:0016020
NDUFB2	GO:0005747
NDUFB5	GO:0005743
TFDP2	GO:0051726,GO:0005667
STIM2	GO:0005246,GO:0046872,GO:0006816,GO:0006874,GO:0051049,GO:0016020
NCK1	GO:0005829,GO:0005886
CFAP91	GO:0016020
PCCB	GO:0003989,GO:0006633,GO:0009317
DENND6A	GO:0005085,GO:0055037
MBOAT2	GO:0016746,GO:0016020
DXO	GO:0000166,GO:0003723,GO:0004518,GO:0046872,GO:0005634
PCOLCE2	GO:0005576
ZIC1	GO:0005634
BCAP29	GO:0006886,GO:0006888,GO:0070973,GO:0005789
XRN1	GO:0005829,GO:0005886
TFAP2A	GO:0003677,GO:0003700,GO:0006355,GO:0005654
SLC37A3	GO:0022857,GO:0055085,GO:0016020
TF	GO:0046872,GO:0006826,GO:0005576
SWI5	GO:0006281
TMEM14B	GO:0016020
DHX36	GO:0003723,GO:0004386,GO:0016787
NDFIP2	GO:0007034,GO:0030001,GO:0005737,GO:0016020
UGT1A6	GO:0008194
SUPT20H	GO:0003712,GO:0000124
AGAP3	GO:0003924,GO:0005525
IAH1	GO:0016788
HGD	GO:0004411,GO:0046872,GO:0006559,GO:0006570
RBM28	GO:0003723
SLMAP	GO:0016020
POGLUT1	GO:0016757,GO:0006486,GO:0005783
CFB	GO:0004252,GO:0006508,GO:0006957,GO:0006958,GO:0005576
ARMC8	GO:0005737
MRPS22	GO:0005739
MFN1	GO:0003924,GO:0005525,GO:0008053,GO:0005741
ARL6	GO:0003924,GO:0005525
AKR7A2	GO:0005794,GO:0005829
H7C5I2	GO:0003779,GO:0030837,GO:0005737
PTPN7	GO:0004725
PLSCR1	GO:0017128,GO:0017121
CCDC39	GO:0003341,GO:0036159,GO:0005930
GOLGB1	GO:0043565,GO:0006355,GO:0005794
USP13	GO:0004843
CNOT3	GO:0006355,GO:2000036,GO:0030015
GNB4	GO:0007165
ENTPD8	GO:0016787,GO:0046872,GO:0005886
HLTF	GO:0004386,GO:0005524,GO:0016787,GO:0046872,GO:0140658,GO:0006338
STIM2	GO:0005246,GO:0046872,GO:0016020
BRAF	GO:0007165
MGLL	GO:0006639
TIPARP	GO:0003950
DENND2A	GO:0005085
ABCB8	GO:0005524,GO:0140359,GO:0055085,GO:0016020
SLC12A8	GO:0015377,GO:1902476,GO:0016020
INSIG1	GO:0008203,GO:0005789
FLNB	GO:0051015,GO:0030036
CHPF2	GO:0008376,GO:0032580
SRPK2	GO:0004674,GO:0005524,GO:0005654,GO:0005730,GO:0005829
TP53BP2	GO:0002039,GO:0042981,GO:0005634
MRPS22	GO:0005739
CLASP2	GO:0005856
PDCD10	GO:0001525,GO:0006915,GO:0000139,GO:0005886
SKIC2	GO:0003723,GO:0003724,GO:0005524,GO:0016787,GO:0006401
DNAH12	GO:0008569,GO:0045505,GO:0051959,GO:0007018,GO:0030286
SPICE1	GO:0090307,GO:0005737,GO:0005819
CP	GO:0005507,GO:0016491,GO:0006811
ASIC3	GO:0005272,GO:0035725,GO:0016020
LRWD1	GO:0005634,GO:0005737,GO:0005856
WEE2	GO:0004672,GO:0005524,GO:0051321,GO:0005654
RFC2	GO:0003677,GO:0005524,GO:0006260
RSRC1	GO:0000380
ACOT9	GO:0016787
EIF2A	GO:0003743,GO:0006413
RNF13	GO:0016020
PPP2R5D	GO:0019888,GO:0007165,GO:0000159
CP	GO:0005507,GO:0016491,GO:0006811
GK5	GO:0016301,GO:0016773,GO:0005975
EIF2A	GO:0003743,GO:0006413,GO:0006417
ALG12	GO:0052917,GO:0052917,GO:0006486,GO:0005789
SLMAP	GO:0016020
LRWD1	GO:0005634,GO:0005737,GO:0005813
SPATA21	GO:0005509
IMPDH1	GO:0003938,GO:0006164
SLC37A3	GO:0022857,GO:0055085,GO:0016020
MAGI1	GO:0005654,GO:0005730,GO:0030054
SERPINI1	GO:0004867,GO:0005615
ITGB5	GO:0046872,GO:0007155,GO:0007229,GO:0008305
MFSD1	GO:0016020
LUC7L3	GO:0003729,GO:0006376,GO:0016607,GO:0005685
MRPL27	GO:0003735,GO:0006412,GO:0005840,GO:1990904
MTFR1	GO:0000266,GO:0009060,GO:0005739,GO:0005829
TIAM2	GO:0005085,GO:0007264
KMT2A	GO:0003677,GO:0008270
LONRF1	GO:0046872
SERP2	GO:0006986,GO:0005789
KMT2A	GO:0003677,GO:0008270
PRPH	GO:0005882
ACTN1	GO:0005509,GO:0005737,GO:0070161
ATP2A2	GO:0005388,GO:0005388,GO:0005524,GO:0016887,GO:0070588,GO:0033017
RGS11	GO:0008277,GO:0035556
GMNN	GO:0006275,GO:0005654
GCOM1	GO:0003711,GO:0006368,GO:0005634
SIRPB1	GO:0016020
NCAM2	GO:0007155,GO:0005886,GO:0016604
CD200R1	GO:0038023,GO:0150077,GO:0009986
CATSPERG	GO:0097228,GO:0036128
DNAH14	GO:0005524,GO:0045505,GO:0051959,GO:0007018,GO:0030286
UBE2D3	GO:0005524,GO:0019787,GO:0000209
SERPING1	GO:0004867,GO:0005615
SELENON	GO:0005509
TDRD1	GO:0046872,GO:0007283,GO:0046872,GO:0007283
ACTN1	GO:0003779,GO:0005509,GO:0001726,GO:0005886,GO:0015629,GO:0030018,GO:0070161
COPRS	GO:0042393,GO:0005654,GO:0005829,GO:0005886
NIN	GO:0005654,GO:0005730,GO:0005737,GO:0005813
PCNX4	GO:0016020
ZNF615	GO:0046872,GO:0006355
SHANK1	GO:0005886,GO:0014069
AKT1S1	GO:0032007,GO:0048011
ZNF12	GO:0006355
TNNT3	GO:0006937,GO:0005861
CPSF4L	GO:0003723,GO:0046872,GO:0031124,GO:0005847
PHACTR2	GO:0003779,GO:0004864
RUNX1	GO:0003700,GO:0005524,GO:1990837,GO:0045944,GO:0051094,GO:0005654,GO:0043231
OTOG	GO:0005198,GO:0046556,GO:0007605,GO:0008344,GO:0046373,GO:0005829,GO:0031012
TNRC18	GO:0003682,GO:0005654,GO:0005739,GO:0005829,GO:0031965
USP16	GO:0008270
FYTTD1	GO:0003729,GO:0006406,GO:0005654
MX1	GO:0005829,GO:0031965
FYTTD1	GO:0003729,GO:0006406,GO:0005654
MX1	GO:0003924,GO:0005525,GO:0009615,GO:0005829,GO:0031965
SCRN3	GO:0016805,GO:0070004,GO:0006508
MX1	GO:0003924,GO:0005525,GO:0005829,GO:0031965,GO:0005829,GO:0031965
FYTTD1	GO:0003729,GO:0006406,GO:0005654
SCN5A	GO:0005248,GO:0035725,GO:0035725,GO:0005654,GO:0005730,GO:0005886,GO:0001518
MECOM	GO:0003677,GO:0046872,GO:0005634
MMS22L	GO:0000724,GO:0031297
CLXN	GO:0005509
DCTN4	GO:0001725,GO:0005813,GO:0005938,GO:0030017,GO:0005869
TRDN	GO:0005102,GO:0033017
RABGAP1	GO:0004930,GO:0007186,GO:0008286,GO:0040018,GO:0042593,GO:0046627,GO:0005886
GIGYF2	GO:0005829
PFKFB1	GO:0003873,GO:0004331,GO:0005524,GO:0006003,GO:0046835
MTNAP1	GO:0016020
PEDS1-UBE2V1	GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0005515,GO:0006631,GO:0005654,GO:0016020
CRISP3	GO:0005576,GO:0016020
SOX5	GO:0003677,GO:0005634
SLC25A52	GO:0005739,GO:0016020
ZNF583	GO:0006355
STK38L	GO:0004672,GO:0005524,GO:0007165
RBAK-RBAKDN	GO:0006355
ZNF140	GO:0006355
hCG_1984214	GO:0003735,GO:0006355,GO:0006412,GO:0005763
TMEM179	GO:0016020
ZGRF1	GO:0004386,GO:0008270
TRIM73	GO:0008270,GO:0005829
ZNF816	GO:0006355
DDX19A	GO:0003676,GO:0005524,GO:0016787
ZNF140	GO:0006355,GO:0005634
KIR2DP1	GO:0016020
LCAT	GO:0008374,GO:0008203,GO:0005576,GO:0016020
MAPK7	GO:0004672,GO:0005524
PRPF8	GO:0003723,GO:0000398,GO:0005681
DUS2	GO:0005829
GOSR2	GO:0015031,GO:0016192,GO:0005654,GO:0005794,GO:0016020
TXNDC17	GO:0047134
CEP20	GO:0034453,GO:0005814
AKAP1	GO:0016020
TRAP1	GO:0005524,GO:0016887,GO:0051082,GO:0140662,GO:0006457,GO:0005654,GO:0005739
ACAP1	GO:0005096,GO:0046872,GO:0010008
RUNX2	GO:0003677,GO:0003700,GO:0005524,GO:0045893,GO:0005654
NSF	GO:0005524,GO:0016887,GO:0046872,GO:0015031,GO:0035494,GO:0005737
ENDOV	GO:0004519,GO:0006281,GO:0005737
WNT9B	GO:0005102,GO:0016055,GO:0005576
SHBG	GO:0005496,GO:0005576
BAIAP2	GO:0007009
STRA6	GO:0034632,GO:0038023,GO:0034633,GO:0016020
DVL2	GO:0016055
ELOB	GO:0006368,GO:0030891,GO:0070449
ZNF263	GO:0005634
TOM1L1	GO:0035091,GO:0043130
NSF	GO:0005524,GO:0016887,GO:0046872,GO:0015031,GO:0035494,GO:0005794,GO:0005829
SRRM2	GO:0005634
SLC26A11	GO:0055085,GO:0016020
TMC5	GO:0016020
GLP2R	GO:0004930,GO:0007166,GO:0007186,GO:0016020
TRAP1	GO:0005524,GO:0016887,GO:0051082,GO:0140662,GO:0006457
MED31	GO:0003712,GO:0006355,GO:0016592
CNTROB	GO:0007099,GO:1902017
CREBBP	GO:0003712,GO:0004402,GO:0006338,GO:0006355,GO:0005634
ZSCAN10	GO:0005634
SPAG7	GO:0003676
NOMO3	GO:0005789
METRNL	GO:0005179,GO:0007165,GO:0005576
ABR	GO:0005096
DERL2	GO:0006950,GO:0010498,GO:0005789
P4HB	GO:0003756,GO:0005788,GO:0042470
PRPSAP2	GO:0000287,GO:0004749,GO:0009165
NLRP1	GO:0005654,GO:0005829
TNFRSF12A	GO:0043065,GO:0005886
GAA	GO:0005576,GO:0016020
VPS53	GO:0042147,GO:0005829,GO:0000938
XPO6	GO:0005049,GO:0006611,GO:0005737
ZFP90	GO:0006355
ASPA	GO:0016788,GO:0046872,GO:0005829
ACOX1	GO:0003997,GO:0071949,GO:0006631,GO:0005777
PRSS21	GO:0004252,GO:0006508
CEP20	GO:0030030,GO:0034453,GO:0005814,GO:0042995
CCDC137	GO:0001650,GO:0005694,GO:0005730
EDC4	GO:0031087
TBCD	GO:0005096,GO:0048487,GO:0007021,GO:0007023
ARRB2	GO:0007165
AKAP1	GO:0003723
SMG1	GO:0016740
SAT2	GO:0016747
ALDH3A2	GO:0016491,GO:0006081,GO:0006631,GO:0005789
SPAG7	GO:0003676
CTDNEP1	GO:0004722,GO:0005811
ZFP90	GO:0006355
PAM16	GO:0030150,GO:0005744
INPP5K	GO:0046856
PHF23	GO:0005634
ATP5MC1	GO:0008289,GO:0015078,GO:0015986,GO:1902600,GO:0045263
NMRAL1	GO:0005654,GO:0048471
KDM6B	GO:0005634
PHKB	GO:0005516,GO:0005977,GO:0005886
CTNS	GO:0016020,GO:0043231
DVL2	GO:0016055,GO:0035556
DNASE1	GO:0004536,GO:0006308
URI1	GO:0005634
SERPINF1	GO:0004867,GO:0005615
KCTD13	GO:0051260
DGKE	GO:0004143,GO:0004143,GO:0004143,GO:0005524,GO:0046872,GO:0007205,GO:0030168,GO:0046486,GO:0005654,GO:0005829
BAIAP2	GO:0007009
PRSS22	GO:0004252,GO:0006508
ZNF785	GO:0006355
TBCD	GO:0005096,GO:0048487,GO:0007021,GO:0007023
CLUAP1	GO:0030030,GO:0005654,GO:0042995,GO:0043231
TEKT1	GO:0030317,GO:0060271,GO:0005737,GO:0015630,GO:0031514
SLC26A11	GO:0008271,GO:1902358,GO:0016020
BAIAP2	GO:0007009
B9D1	GO:0030030,GO:0005737,GO:0005856,GO:0005929
TBCD	GO:0005096,GO:0048487,GO:0007021,GO:0007023
CIC	GO:0003677,GO:0005634
PKMYT1	GO:0004674,GO:0005524
ZNF66	GO:0006355
FN3KRP	GO:0102193
ZZEF1	GO:0008270
TBCD	GO:0005096,GO:0048487,GO:0007021,GO:0007023
SMG1	GO:0004674,GO:0000184
SHBG	GO:0005496,GO:0005576
CAMTA2	GO:0003677
PRKCB	GO:0004674,GO:0005524
NAA60	GO:0004596
MVP	GO:0005737,GO:1990904
PIMREG	GO:0005654
HMOX2	GO:0004392,GO:0046872,GO:0006788
PLSCR3	GO:0017128,GO:0017121,GO:0005739
CTRL	GO:0004252,GO:0006508
TBCD	GO:0005096,GO:0048487,GO:0007021,GO:0007023
PRPSAP2	GO:0000287,GO:0004749,GO:0009165
HGS	GO:0035091,GO:0043130
CORO7-PAM16	GO:0005737
MAPT	GO:0008017,GO:0005829,GO:0005874,GO:0005886,GO:0030424,GO:0030425
FCSK	GO:0000166,GO:0016772
HCFC1R1	GO:0005654
SMG6	GO:0000184
RAB40B	GO:0003924,GO:0005525,GO:0016020
SRRM2	GO:0016607
VPS53	GO:0042147,GO:0005829,GO:0000938
FLYWCH1	GO:0046872
BSG	GO:0005886
DOC2A	GO:0046872
ARL16	GO:0003924,GO:0005525
ARL17A	GO:0003924,GO:0005525
PAQR4	GO:0046872,GO:0016020
CNTROB	GO:0007099,GO:1902017
ELP5	GO:0002098,GO:0005634,GO:0005737,GO:0033588
CNTROB	GO:0007099,GO:1902017
KIF1C	GO:0003777,GO:0005524,GO:0008017,GO:0007018
SHBG	GO:0005496,GO:0005576
PCYT2	GO:0004306,GO:0004306,GO:0006646
BAIAP2	GO:0007009
WDR45B	GO:0006914
RBFOX1	GO:0003723,GO:0000381,GO:0006397,GO:0007399,GO:0008380,GO:0005634
ALOX15B	GO:0005506,GO:0016702,GO:0001676,GO:0006690,GO:0034440,GO:0005829,GO:0005886
CTDNEP1	GO:0004722,GO:0005811,GO:0016020
SLC25A10	GO:0005310,GO:0006835,GO:0005743
PLD2	GO:0035091
HMOX2	GO:0004392,GO:0046872,GO:0006788
SPEM2	GO:0016020
TEKT5	GO:0030317,GO:0060271,GO:0015630,GO:0031514
PCYT2	GO:0004306,GO:0006646
SLC5A11	GO:0016020
TOM1L1	GO:0035091,GO:0043130,GO:0015031
SHBG	GO:0005496,GO:0005576
CORO7	GO:0005737
SLC26A11	GO:0008271,GO:1902358,GO:0016020
ASGR2	GO:0016020
